Driver_ID,Driver_Name,City_ID,Trips_Completed,Vehicle_ID,Joined_since
201065,Laksh Deol,6,1246,233,18-10-2021
201066,Laksh Singh,6,56,120,07-04-2023
201067,Varun Dutta,3,1372,273,28-04-2023
201068,Sneha Kulkarni,2,1042,500,16-08-2019
201069,Prisha Saxena,2,1411,1119,26-04-2020
201070,Kavya Puri,1,429,312,12-08-2020
201071,Raghav Oza,4,194,124,12-08-2022
201072,Manan Deol,4,201,1192,25-10-2023
201073,Ishant Mahajan,2,319,704,17-07-2019
201074,Kunal Prasad,2,1600,658,23-02-2020
201075,Atharv Sangwan,5,2090,636,23-09-2020
201076,Arush Tripathi,5,989,95,27-06-2021
201077,Arjun Malhotra,1,2872,1205,13-04-2020
201078,Aryan Tyagi,6,2099,203,31-12-2021
201079,Zoya Banerjee,4,1803,1210,10-01-2023
201080,Krishna Malik,2,986,1496,17-05-2023
201081,Manan Dagar,2,37,846,17-09-2024
201082,Rishi Khan,6,2057,956,05-05-2021
201083,Ananya Dagar,3,344,221,08-11-2023
201084,Ananya Malhotra,1,1895,662,13-09-2019
201085,Inaya Mahajan,4,2945,1043,16-06-2021
201086,Rudra Mann,6,2212,1170,28-05-2022
201087,Navya Shetty,1,2557,832,01-05-2024
201088,Vivaan Joshi,1,2590,236,07-03-2022
201089,Kunal Chauhan,2,363,342,17-07-2021
201090,Vanya Sekhon,4,1798,532,29-06-2022
201091,Ishaan Sharma,2,2285,375,28-08-2024
201092,Myra Bhatt,3,221,258,31-10-2021
201093,Ishant Bajwa,3,1006,1396,05-05-2022
201094,Abhimanyu Singh,1,2511,768,16-10-2023
201095,Samarth Sood,6,1612,615,17-10-2022
201096,Aaryan Tripathi,1,1101,746,17-05-2024
201097,Yuvraj Deol,5,2851,597,08-11-2023
201098,Vikram Oza,6,2189,168,20-10-2022
201099,Riddhima Pathak,2,1742,412,17-01-2021
201100,Aaryan Sinha,5,2386,706,10-12-2023
201101,Aarya Chatterjee,5,623,1183,12-08-2024
201102,Arjun Punia,2,1229,1090,07-05-2023
201103,Zara Bose,3,1123,1355,24-09-2019
201104,Shanaya Trivedi,2,1175,1129,12-08-2024
201105,Sara Sandhu,6,1544,1440,19-01-2020
201106,Preeti Dutta,3,417,467,25-02-2024
201107,Siddharth Sangwan,1,1335,126,11-02-2023
201108,Ayaan Tiwari,3,822,856,07-08-2021
201109,Isha Lamba,5,1066,784,08-06-2022
201110,Naina Kapoor,2,2537,1493,06-03-2021
201111,Aarav Chauhan,1,2834,106,21-04-2020
201112,Rahul Agarwal,2,358,503,30-04-2020
201113,Zoya Mehra,5,1540,1244,02-08-2020
201114,Anshika Kohli,3,1782,996,02-08-2019
201115,Anika Sharma,5,1480,570,03-02-2020
201116,Tanu Banerjee,4,2428,1103,25-01-2022
201117,Aadhya Garg,2,1491,1311,13-09-2021
201118,Aditya Thakur,3,2492,1096,17-09-2022
201119,Zara Lodi,1,51,1428,21-08-2022
201120,Ayaan Jain,5,2249,851,31-07-2021
201121,Riddhima Sekhon,2,2024,1202,17-12-2019
201122,Arav Phogat,4,1215,511,05-05-2020
201123,Rishi Menon,1,2829,654,15-12-2021
201124,Ishant Trivedi,1,1326,1479,16-03-2023
201125,Rahul Kaushik,5,1989,317,08-11-2022
201126,Aaryan Grover,2,2609,1420,31-07-2020
201127,Sana Dahiya,2,100,643,06-10-2024
201128,Reyansh Sidhu,6,2842,468,04-07-2021
201129,Ananya Bhardwaj,6,1019,1305,19-02-2023
201130,Aaryan Malik,1,1603,1184,17-06-2024
201131,Varun Tripathi,6,161,231,04-06-2021
201132,Samarth Randhawa,3,2464,1185,15-06-2020
201133,Arush Deol,4,699,65,25-04-2024
201134,Rahul Bhardwaj,1,2182,1145,30-09-2020
201135,Krishna Mishra,3,484,991,27-07-2019
201136,Kiaan Solanki,1,2313,566,01-11-2020
201137,Samarth Yadav,3,2215,1107,19-10-2023
201138,Sana Yadav,2,2972,677,17-08-2021
201139,Arush Patel,5,2372,680,15-08-2019
201140,Sneha Grover,3,994,1495,04-01-2020
201141,Varun Grover,2,1858,883,15-12-2021
201142,Gia Grover,1,1849,223,25-12-2021
201143,Nandini Kaushik,6,224,1380,25-11-2023
201144,Prisha Bahl,4,1522,876,03-02-2024
201145,Kritika Menon,6,532,164,22-08-2023
201146,Kyra Bhardwaj,4,1181,1059,11-08-2024
201147,Laksh Dahiya,6,1558,1097,20-09-2019
201148,Pooja Yadav,1,2222,2,21-05-2020
201149,Vikram Yadav,6,2374,1421,15-03-2023
201150,Ishaan Brar,2,630,1132,03-06-2021
201151,Advait Choudhury,1,227,387,18-10-2022
201152,Ishan Prasad,2,2320,1494,09-11-2024
201153,Deepak Nair,6,1994,987,28-11-2019
201154,Aaryan Mishra,4,970,281,14-01-2024
201155,Dev Joshi,5,818,1290,11-09-2023
201156,Siya Kapoor,1,2276,236,01-07-2024
201157,Aaryan Sangwan,5,0,609,15-08-2019
201158,Zunaira Negi,2,247,144,22-05-2023
201159,Ishani Bahl,6,1029,559,27-01-2021
201160,Samarth Warraich,2,1879,650,17-05-2022
201161,Kunal Bhatt,1,1012,7,05-05-2024
201162,Kiara Rao,3,2017,811,27-05-2021
201163,Inaya Taneja,6,56,15,11-05-2021
201164,Sai Rathee,3,2742,1038,21-01-2021
201165,Vanya Sangwan,6,910,917,16-06-2020
201166,Naina Dahiya,2,2801,656,14-12-2020
201167,Isha Verma,6,2431,14,14-07-2019
201168,Ananya Sharma,6,1537,313,11-05-2021
201169,Amara Banerjee,4,2883,429,19-09-2021
201170,Siya Tyagi,3,1067,306,28-08-2020
201171,Bani Hooda,3,2809,635,15-09-2020
201172,Sana Pillai,4,1823,636,22-04-2023
201173,Raghav Reddy,3,144,1497,21-11-2023
201174,Zoya Grewal,6,1314,1452,21-04-2023
201175,Prisha Grover,5,712,13,11-08-2019
201176,Dev Suri,3,2302,1239,28-01-2020
201177,Aarav Saxena,4,1320,1248,24-05-2023
201178,Rajesh Khan,2,2703,88,31-05-2021
201179,Rudra Goel,6,2722,225,07-02-2021
201180,Kartik Kaushik,6,611,1163,22-09-2022
201181,Vivaan Bose,5,997,750,10-08-2023
201182,Ishan Warraich,3,555,318,27-01-2024
201183,Zoya Awasthi,4,1699,7,31-01-2021
201184,Kiaan Joshi,4,175,1406,20-09-2023
201185,Gia Dhanda,3,1412,507,17-11-2024
201186,Sunita Dahiya,1,2560,472,15-03-2023
201187,Anjali Virk,5,2542,756,05-11-2019
201188,Vihaan Deswal,4,2381,1261,22-09-2021
201189,Zoya Deswal,5,405,793,17-01-2022
201190,Sameer Bansal,2,504,724,13-07-2020
201191,Tanu Kohli,2,2786,303,04-11-2020
201192,Zara Suri,4,1098,1063,07-12-2021
201193,Advait Prasad,4,229,304,30-01-2023
201194,Amit Puri,6,2261,254,18-01-2022
201195,Anjali Solanki,3,367,741,28-12-2022
201196,Navya Kaushik,1,1589,145,25-10-2020
201197,Sanjay Randhawa,5,1179,447,17-06-2022
201198,Avni Chahal,4,758,1156,16-07-2022
201199,Reyansh Solanki,2,198,1126,10-03-2021
201200,Aditya Kohli,6,1830,839,02-02-2023
201201,Ayaan Bajwa,1,398,1089,05-11-2022
201202,Dhruv Mahajan,3,1163,7,11-07-2024
201203,Kiran Mishra,6,1490,1042,24-05-2023
201204,Ishaan Agarwal,5,1258,143,13-09-2022
201205,Arjun Dhanda,4,2026,298,27-06-2024
201206,Siya Singh,6,371,584,15-09-2022
201207,Sameer Dutta,5,1944,511,13-09-2024
201208,Madhav Dhillon,5,391,597,13-02-2024
201209,Advait Garg,4,243,588,26-08-2022
201210,Ananya Sood,1,2499,859,22-01-2023
201211,Anvi Rathee,4,1922,223,28-02-2023
201212,Isha Virk,3,1455,970,28-12-2020
201213,Ishaan Pillai,6,658,900,21-10-2020
201214,Afreen Tyagi,6,1202,1412,19-03-2024
201215,Isha Dagar,3,595,1267,19-10-2022
201216,Kyra Bajwa,5,1355,71,15-05-2024
201217,Samarth Phogat,3,2918,1479,21-04-2024
201218,Vikram Kaur,6,829,1396,01-08-2024
201219,Kyra Bajwa,3,2561,1146,25-12-2023
201220,Rajesh Kaushik,3,2929,1410,23-01-2020
201221,Diya Puri,5,1600,1424,23-05-2023
201222,Deepak Solanki,2,1186,18,09-11-2019
201223,Daksh Lamba,1,1795,1427,05-01-2020
201224,Pari Sahay,6,1361,982,18-09-2019
201225,Shaurya Shetty,3,2057,1257,17-12-2021
201226,Kiaan Mehra,2,1238,1108,26-09-2022
201227,Aadhya Choudhury,5,453,1164,30-11-2019
201228,Siya Sangwan,3,2419,295,24-08-2020
201229,Ishan Kaur,2,2774,1109,04-06-2024
201230,Kartik Deshmukh,4,595,1330,06-11-2019
201231,Sana Taneja,2,1760,911,20-12-2022
201232,Pooja Mahajan,3,481,1494,09-02-2023
201233,Agastya Kadian,4,1890,690,03-04-2022
201234,Aditya Deol,1,73,148,26-10-2024
201235,Shanaya Gautam,1,2190,535,19-06-2023
201236,Gia Reddy,1,2120,941,03-10-2022
201237,Ishani Shetty,6,1058,1231,17-09-2022
201238,Arav Goswami,3,2287,632,06-07-2023
201239,Siya Dhillon,6,54,1354,19-06-2020
201240,Saanvi Mann,3,2930,847,13-05-2023
201241,Arush Sekhon,5,1462,270,29-01-2022
201242,Siddharth Shukla,4,2581,1488,09-11-2020
201243,Sunita Pathak,2,2814,685,11-11-2023
201244,Raghav Malik,6,764,729,29-02-2024
201245,Bani Suri,4,1699,814,27-07-2024
201246,Zunaira Grewal,6,2143,268,17-02-2022
201247,Siddharth Phogat,6,172,198,30-05-2022
201248,Anshika Negi,6,1726,866,18-08-2024
201249,Yuvraj Kohli,5,2028,884,04-04-2020
201250,Diya Tiwari,4,1666,828,01-03-2024
201251,Kritika Lodi,6,1811,949,16-06-2024
201252,Shivaay Bose,3,2743,1260,14-05-2022
201253,Avni Chaturvedi,5,287,697,13-03-2020
201254,Dev Sharma,5,541,410,19-12-2020
201255,Ishani Gupta,6,272,1016,29-02-2024
201256,Aryan Kulkarni,4,1669,1450,28-09-2020
201257,Vihaan Khan,1,2262,1493,15-11-2019
201258,Ananya Dubey,5,2929,225,07-12-2022
201259,Shaurya Thakur,6,1802,845,29-04-2024
201260,Shanaya Taneja,1,869,20,31-08-2023
201261,Ayush Randhawa,5,393,552,17-05-2020
201262,Nandini Jain,4,476,483,11-03-2024
201263,Varun Deol,6,1203,243,29-11-2019
201264,Riddhima Singh,2,2866,1213,31-10-2023
201265,Rishi Tyagi,5,688,925,03-04-2020
201266,Aaryan Shetty,5,1863,544,02-05-2021
201267,Nandini Mann,2,215,951,13-03-2022
201268,Dhruv Bhardwaj,3,1789,1201,09-11-2024
201269,Shaurya Rawat,4,1074,1438,02-09-2023
201270,Naina Rawat,3,2010,859,06-05-2024
201271,Ishan Brar,2,2273,780,01-12-2023
201272,Sameer Rao,5,1458,573,17-08-2022
201273,Vikram Kulkarni,6,2325,425,18-10-2024
201274,Vihaan Phogat,2,2178,881,19-08-2019
201275,Aadhya Malik,5,923,303,07-07-2023
201276,Ishaan Dahiya,1,1754,491,17-08-2022
201277,Rahul Choudhury,4,2699,867,07-11-2023
201278,Abhimanyu Agarwal,4,1026,1160,28-03-2023
201279,Avni Shukla,3,1791,377,07-04-2022
201280,Kaira Deol,5,722,517,01-05-2022
201281,Saanvi Solanki,1,1733,1183,01-11-2024
201282,Aaryan Sangwan,5,509,329,17-10-2023
201283,Amit Malhotra,6,1226,1169,11-12-2020
201284,Advait Menon,2,1116,1406,02-09-2023
201285,Ananya Rao,6,1222,565,13-06-2020
201286,Dev Negi,6,2133,1165,19-09-2020
201287,Amit Kadian,2,1818,1252,16-10-2019
201288,Aditya Tyagi,5,2008,1111,19-02-2021
201289,Prisha Deswal,2,590,755,27-01-2023
201290,Vanya Sandhu,2,2051,213,15-10-2021
201291,Rajesh Pathak,5,1754,1455,17-12-2020
201292,Kaira Bhatt,1,768,67,29-11-2022
201293,Aaryan Vats,6,1259,176,28-09-2024
201294,Kunal Jakhar,2,1108,749,21-03-2021
201295,Atharv Gill,5,2213,780,16-02-2021
201296,Kiran Dahiya,4,883,984,11-09-2019
201297,Dev Negi,3,2932,706,27-02-2023
201298,Navya Kapoor,2,518,1214,17-12-2020
201299,Deepak Gupta,2,824,767,24-03-2024
201300,Aditya Kaushik,1,463,1470,19-05-2022
201301,Avni Chauhan,5,1169,1229,22-06-2021
201302,Pooja Saxena,4,2654,358,16-10-2022
201303,Anvi Sidhu,6,1335,1028,20-08-2021
201304,Diya Shah,5,627,1377,28-01-2022
201305,Ananya Sharma,5,1150,432,14-05-2022
201306,Varun Joshi,5,411,116,06-09-2023
201307,Anjali Shah,5,1921,88,03-09-2023
201308,Aryan Trivedi,5,2714,890,24-02-2023
201309,Sai Khatri,4,845,192,23-10-2021
201310,Jiya Kulkarni,6,732,960,05-10-2021
201311,Ayush Kapoor,4,1951,944,18-03-2024
201312,Ranbir Tyagi,1,2321,1003,30-04-2022
201313,Isha Bajwa,5,1836,766,04-07-2024
201314,Vikram Gautam,3,1703,507,10-10-2024
201315,Kiaan Sekhon,6,1594,1280,20-08-2021
201316,Myra Bose,6,71,874,15-10-2022
201317,Meher Sangwan,2,1181,207,30-03-2024
201318,Dhruv Garg,2,1129,1112,09-11-2021
201319,Agastya Singh,4,2517,696,24-07-2023
201320,Vanya Dahiya,6,1810,469,14-10-2023
201321,Aarya Prasad,3,2724,814,07-01-2021
201322,Myra Nair,2,2374,276,09-11-2023
201323,Pari Dhanda,1,357,208,14-01-2021
201324,Nandini Tiwari,1,420,1415,11-07-2020
201325,Rajesh Dutta,3,2920,758,03-08-2022
201326,Ranveer Dixit,3,1802,723,31-08-2020
201327,Anjali Jakhar,4,1237,1429,14-03-2021
201328,Manan Choudhury,2,1948,583,11-10-2024
201329,Ananya Oza,2,2576,1250,04-12-2021
201330,Vivaan Pandey,1,2190,231,11-10-2021
201331,Rudra Patel,4,2286,488,08-06-2021
201332,Aryan Tyagi,5,42,1064,27-07-2020
201333,Rudra Sharma,5,2030,932,01-10-2020
201334,Prisha Deshmukh,2,1428,420,27-05-2023
201335,Arush Solanki,4,878,160,19-11-2022
201336,Atharv Oza,5,1087,1488,08-04-2022
201337,Anshika Rawat,5,2122,1096,05-09-2021
201338,Ishaan Prasad,4,835,361,08-03-2022
201339,Aditya Dhillon,2,678,502,09-08-2022
201340,Kunal Bhardwaj,1,878,335,29-04-2024
201341,Sanjay Grover,1,1537,315,12-09-2019
201342,Ishant Kulkarni,2,199,827,30-04-2024
201343,Kyra Prasad,1,2781,1048,17-06-2020
201344,Tanu Mahajan,1,2237,1092,03-02-2024
201345,Myra Jakhar,1,242,1228,19-02-2021
201346,Pooja Suri,6,887,474,18-11-2023
201347,Avni Dutta,5,2412,297,10-01-2023
201348,Hrithik Vats,6,227,547,06-03-2024
201349,Zara Tripathi,5,1493,326,02-07-2024
201350,Zunaira Deswal,6,1976,1021,22-01-2021
201351,Meher Menon,4,1800,1326,07-07-2020
201352,Pooja Mehra,1,1960,1033,13-11-2021
201353,Agastya Deol,6,2536,48,29-04-2021
201354,Rajesh Malik,3,1293,13,05-08-2022
201355,Zara Mehra,3,1774,61,07-03-2020
201356,Ishita Bajwa,6,1200,732,03-06-2020
201357,Myra Dhanda,3,673,273,02-04-2023
201358,Vihaan Kapoor,6,1819,257,02-03-2022
201359,Aadhya Sangwan,2,147,1197,21-01-2020
201360,Madhav Phogat,1,2552,1196,21-11-2023
201361,Saanvi Malhotra,6,1224,270,26-12-2020
201362,Myra Bhardwaj,2,1130,452,28-02-2020
201363,Kabir Bhardwaj,4,1066,1489,12-07-2023
201364,Aadhya Dutta,5,1499,68,19-03-2020
201365,Aadhya Bahl,2,2691,36,02-05-2022
201366,Ayush Jakhar,3,1293,1017,27-05-2022
201367,Vanya Kapoor,1,495,851,07-08-2022
201368,Vikram Sidhu,6,1390,140,24-02-2023
201369,Bani Dhillon,5,2179,835,29-09-2024
201370,Aditya Reddy,6,2334,262,22-01-2023
201371,Gia Malik,2,827,313,13-04-2020
201372,Aavya Oza,1,93,547,28-02-2020
201373,Arjun Bhardwaj,2,1488,229,08-03-2022
201374,Sara Bajwa,6,198,218,27-09-2019
201375,Naina Jakhar,5,2901,102,03-09-2021
201376,Isha Shah,2,2474,350,17-01-2023
201377,Sara Bajwa,4,1357,589,30-05-2024
201378,Ayush Mann,4,385,987,30-01-2024
201379,Arjun Dagar,3,1749,192,02-10-2019
201380,Inaya Khan,6,1870,700,20-07-2021
201381,Shivaay Kapoor,2,2860,8,16-01-2020
201382,Mishti Prasad,1,1515,1199,23-10-2020
201383,Ishant Rao,6,2982,993,20-06-2021
201384,Sana Sidhu,4,2569,636,12-09-2023
201385,Zoya Suri,1,1682,420,20-10-2024
201386,Varun Randhawa,2,2875,1234,07-01-2020
201387,Vanya Rathee,6,0,296,30-06-2024
201388,Ayaan Verma,2,1657,505,29-11-2024
201389,Ishita Iyer,2,342,1057,23-12-2019
201390,Daksh Chatterjee,2,810,865,26-08-2022
201391,Arav Dahiya,1,2481,1253,14-09-2020
201392,Agastya Tiwari,4,2724,961,06-01-2022
201393,Ishani Deol,1,2673,473,01-12-2024
201394,Kiran Solanki,3,734,1200,14-02-2023
201395,Shanaya Hooda,2,1243,450,11-03-2021
201396,Agastya Gautam,3,2351,542,10-03-2024
201397,Riddhima Bose,4,2743,879,01-08-2023
201398,Dhruv Tiwari,4,2000,953,25-09-2023
201399,Riddhima Punia,4,2043,1001,28-07-2021
201400,Aaryan Chatterjee,3,785,19,16-09-2020
201401,Kiara Saxena,3,2382,336,05-07-2023
201402,Tanu Goel,4,1401,1067,06-02-2020
201403,Kiaan Brar,5,1722,802,23-08-2022
201404,Kavya Jakhar,4,475,1005,04-11-2021
201405,Rajesh Bahl,5,1963,319,22-09-2024
201406,Meher Jakhar,4,1738,561,06-06-2023
201407,Laksh Kaur,4,2934,535,12-03-2021
201408,Rahul Solanki,3,900,1277,16-03-2020
201409,Kiaan Yadav,6,3,1056,20-02-2022
201410,Zara Nair,6,1483,390,11-09-2021
201411,Aavya Phogat,6,386,159,13-08-2019
201412,Atharv Sahay,3,1245,1190,20-11-2019
201413,Kabir Pathak,6,125,484,22-11-2021
201414,Ananya Bhatt,1,310,379,10-10-2021
201415,Siya Chahal,4,1923,593,23-07-2021
201416,Vivaan Dagar,2,339,1385,04-12-2023
201417,Aarya Vats,2,1938,620,25-12-2020
201418,Ananya Lamba,3,1011,610,09-06-2021
201419,Sunita Bajpai,2,108,211,10-04-2020
201420,Shaurya Dutta,2,2410,16,26-04-2020
201421,Riddhima Rawat,1,1562,363,21-04-2021
201422,Hrithik Negi,1,2460,283,17-12-2021
201423,Kavya Rao,5,174,505,09-02-2024
201424,Aadhya Hooda,6,1457,450,04-11-2021
201425,Myra Sood,5,456,298,14-05-2022
201426,Bani Sahay,5,2448,710,03-11-2020
201427,Shanaya Malik,6,571,940,14-10-2023
201428,Krishna Kapoor,2,580,1110,19-04-2020
201429,Siddharth Grover,3,624,505,29-03-2023
201430,Hrithik Tripathi,2,2540,1088,20-09-2022
201431,Kritika Virk,6,1876,1152,07-12-2021
201432,Arjun Phogat,6,2192,1363,15-01-2022
201433,Krishna Banerjee,4,218,231,10-04-2021
201434,Laksh Deshmukh,3,1937,924,11-04-2024
201435,Vikram Dixit,4,1636,440,21-10-2020
201436,Ayaan Dixit,2,1799,1311,29-06-2020
201437,Rahul Rao,5,395,1484,19-06-2022
201438,Daksh Pandey,4,2556,1214,29-04-2022
201439,Zoya Dubey,6,753,140,15-01-2021
201440,Kyra Sood,4,288,707,22-07-2019
201441,Shivaay Pandey,5,1415,1214,26-06-2023
201442,Meher Bansal,3,447,83,10-05-2020
201443,Diya Kadian,1,146,847,02-12-2022
201444,Ayush Kohli,1,1130,574,17-04-2021
201445,Pooja Mahajan,3,2324,1337,11-07-2023
201446,Vanya Lodi,5,953,665,07-11-2024
201447,Kiaan Malhotra,1,2415,303,16-05-2023
201448,Siddharth Sekhon,2,2880,424,01-08-2023
201449,Gia Grover,6,2848,524,01-09-2021
201450,Suhani Bajpai,3,2671,440,19-10-2024
201451,Ishaan Garg,3,179,519,05-11-2020
201452,Shaurya Brar,6,890,987,09-06-2024
201453,Pooja Bansal,3,694,236,28-05-2021
201454,Dhruv Mann,3,2323,445,04-05-2023
201455,Bani Iyer,6,1436,1368,12-06-2021
201456,Zara Randhawa,6,480,394,25-01-2024
201457,Deepak Warraich,3,1323,1097,29-09-2024
201458,Jiya Sharma,6,1275,561,12-05-2022
201459,Kritika Banerjee,6,2734,1310,08-05-2023
201460,Kiaan Dhillon,4,1807,661,16-03-2024
201461,Kritika Chahal,5,175,1098,01-03-2020
201462,Diya Gill,3,2507,1167,30-07-2019
201463,Suhani Oza,1,2636,809,23-06-2022
201464,Zoya Warraich,3,1794,962,23-06-2023
201465,Aadhya Puri,5,1997,184,30-11-2024
201466,Aadhya Khan,6,2737,690,04-05-2021
201467,Rishi Bahl,4,2294,156,20-02-2022
201468,Ranveer Sandhu,4,1039,863,01-03-2023
201469,Saanvi Awasthi,6,2372,1385,28-03-2024
201470,Avni Shetty,3,239,124,16-11-2024
201471,Ranveer Bose,4,1949,871,01-09-2019
201472,Myra Randhawa,6,1277,256,05-08-2024
201473,Anvi Goel,6,902,454,15-09-2020
201474,Kabir Bajwa,1,2355,1435,26-12-2021
201475,Kartik Sehrawat,4,2530,206,13-03-2020
201476,Zara Gautam,3,972,341,29-10-2024
201477,Arush Shah,3,2779,936,17-04-2020
201478,Siya Khan,2,1665,987,27-06-2021
201479,Sai Joshi,2,1106,792,03-10-2021
201480,Tanu Tripathi,6,2911,978,07-02-2020
201481,Sara Sharma,6,745,200,04-01-2024
201482,Kaira Mishra,2,2000,1030,02-04-2023
201483,Inaya Reddy,2,1066,1250,17-08-2020
201484,Vivaan Mishra,3,47,674,13-12-2020
201485,Anvi Solanki,3,670,1345,24-11-2020
201486,Ranveer Mann,6,885,1450,23-12-2021
201487,Saanvi Menon,2,1099,798,04-10-2023
201488,Shivaay Kohli,2,2593,399,01-09-2019
201489,Aaryan Puri,3,1203,1471,28-05-2020
201490,Preeti Choudhury,1,1986,836,19-11-2024
201491,Pari Deol,5,93,420,17-03-2021
201492,Aavya Shah,3,1764,945,13-03-2022
201493,Varun Gautam,1,1615,343,23-06-2021
201494,Kyra Dagar,1,960,915,31-08-2024
201495,Afreen Mishra,4,2990,264,03-09-2020
201496,Tanu Lodi,6,52,1445,26-01-2024
201497,Rishi Gautam,2,1992,1147,22-04-2021
201498,Vihaan Agarwal,1,2586,431,11-04-2020
201499,Arjun Sahay,4,2484,1482,05-12-2020
201500,Rajesh Chauhan,3,1980,159,05-09-2020
201501,Jiya Khatri,3,1598,1137,28-01-2022
201502,Naina Kapoor,3,1483,519,27-12-2020
201503,Aavya Tyagi,3,699,837,31-10-2023
201504,Rajesh Trivedi,3,1233,1098,24-08-2021
201505,Ishaan Joshi,4,2669,854,29-09-2019
201506,Dhruv Verma,4,2591,1207,29-07-2024
201507,Varun Goswami,3,2532,30,31-01-2023
201508,Kaira Bhatt,2,43,490,30-01-2020
201509,Inaya Chaturvedi,3,1935,56,02-05-2020
201510,Ishaan Patel,2,2212,955,23-02-2023
201511,Shivaay Sinha,3,1172,102,13-12-2020
201512,Ranveer Mehra,6,137,695,17-06-2023
201513,Agastya Kadian,6,2377,1498,22-04-2020
201514,Atharv Mahajan,4,2837,467,11-09-2020
201515,Sneha Dubey,5,2422,762,06-02-2023
201516,Sanjay Khan,1,1027,897,06-07-2023
201517,Riddhima Sangwan,5,352,1118,18-12-2020
201518,Kartik Oza,6,2854,1215,05-06-2021
201519,Ishant Garg,1,2151,1062,14-07-2019
201520,Aadhya Sidhu,3,1886,574,31-05-2020
201521,Anshika Bansal,4,1815,893,29-05-2024
201522,Vivaan Menon,4,1254,1171,12-05-2020
201523,Kavya Solanki,2,40,411,14-08-2024
201524,Preeti Rawat,3,251,813,24-12-2022
201525,Riya Tyagi,1,541,182,01-12-2019
201526,Anshika Thakur,6,623,232,09-08-2019
201527,Avni Bose,3,829,220,29-07-2022
201528,Dev Gill,3,1117,789,13-12-2019
201529,Kritika Solanki,1,369,142,24-04-2022
201530,Kyra Sangwan,3,2094,708,28-09-2023
201531,Prisha Brar,4,2817,141,10-11-2020
201532,Jiya Sandhu,6,777,22,17-09-2024
201533,Anika Dixit,2,1989,1027,06-05-2023
201534,Aditya Lodi,4,2594,863,20-04-2020
201535,Shanaya Tiwari,2,1489,634,14-08-2019
201536,Varun Lodi,3,2134,36,01-03-2023
201537,Kyra Sood,2,2526,1362,13-07-2021
201538,Yuvraj Sangwan,6,1008,994,03-10-2020
201539,Madhav Deol,2,2483,401,14-01-2024
201540,Kiran Deswal,5,626,807,21-02-2022
201541,Reyansh Warraich,4,743,306,26-09-2019
201542,Rishi Goel,3,1991,1185,26-02-2021
201543,Vikram Shah,1,725,266,25-12-2022
201544,Bani Jakhar,1,1752,240,18-01-2024
201545,Shaurya Dhanda,1,680,521,02-03-2024
201546,Aadhya Banerjee,1,26,779,14-02-2024
201547,Kabir Brar,4,2669,554,13-01-2021
201548,Sameer Malik,4,2410,141,27-10-2021
201549,Agastya Solanki,3,1746,763,04-10-2020
201550,Pooja Tripathi,5,2154,424,05-12-2019
201551,Rahul Dhillon,2,1343,761,09-11-2024
201552,Anika Saxena,3,46,402,12-04-2023
201553,Sara Hooda,3,1316,1316,16-04-2023
201554,Zoya Prasad,5,643,1396,28-03-2024
201555,Agastya Bajpai,5,1267,1162,10-10-2023
201556,Mishti Mann,2,518,1421,15-05-2023
201557,Aavya Kapoor,3,2946,488,21-02-2022
201558,Pari Randhawa,1,783,514,19-11-2020
201559,Sana Mann,3,1712,487,01-11-2023
201560,Amara Sandhu,3,1080,1254,17-09-2023
201561,Mishti Tiwari,1,1146,1249,24-10-2020
201562,Deepak Sood,6,147,1165,26-09-2021
201563,Abhimanyu Dagar,5,427,931,07-03-2023
201564,Aarya Patel,3,1847,1021,07-01-2020
201565,Riddhima Sood,6,2605,333,27-09-2024
201566,Kaira Bahl,6,912,338,23-07-2024
201567,Dev Tiwari,3,909,743,05-10-2023
201568,Shanaya Oza,2,1765,767,03-05-2021
201569,Reyansh Jakhar,2,248,565,15-06-2021
201570,Abhimanyu Lodi,3,2063,454,11-04-2021
201571,Naina Singh,3,41,1031,30-08-2023
201572,Advait Virk,1,2756,1026,23-08-2019
201573,Ranbir Tiwari,6,975,739,03-01-2023
201574,Madhav Suri,6,730,1082,17-11-2020
201575,Pari Chauhan,5,2464,1304,14-11-2021
201576,Agastya Hooda,3,2528,131,03-09-2021
201577,Kunal Pandey,4,621,342,13-11-2020
201578,Ishaan Saxena,5,76,1210,27-05-2024
201579,Kartik Tripathi,2,1812,199,08-09-2019
201580,Amit Menon,3,350,738,21-02-2021
201581,Anshika Mann,2,312,1334,18-08-2021
201582,Tanu Dutta,6,893,197,05-01-2021
201583,Ranbir Shukla,1,20,324,27-03-2021
201584,Sunita Sidhu,4,529,473,20-07-2019
201585,Aaryan Rao,2,1518,405,13-11-2020
201586,Arjun Taneja,4,2179,1500,11-08-2024
201587,Hrithik Choudhury,4,2528,942,13-06-2024
201588,Nandini Kaur,5,1258,1165,30-08-2021
201589,Kiran Lamba,4,415,645,25-01-2022
201590,Anvi Brar,5,207,1469,01-03-2021
201591,Ishant Puri,6,11,557,03-08-2019
201592,Kunal Chauhan,2,1881,912,11-08-2021
201593,Prisha Verma,4,470,275,02-02-2022
201594,Ishant Mahajan,1,1345,1089,23-09-2024
201595,Vivaan Sinha,1,2107,494,18-05-2023
201596,Kunal Khatri,6,948,11,26-02-2023
201597,Laksh Pathak,5,480,110,24-11-2023
